DateTime,Time,Exchange,Symbol,Trade Volume,Trade Price
2017-01-03 09:33:27.337945,93327337945000,T,PFE,100.0,32.64
2017-01-03 09:33:28.638230,93328638230000,T,PFE,200.0,32.65
2017-01-03 09:33:28.638258,93328638258000,T,PFE,200.0,32.65
2017-01-03 09:33:28.638289,93328638289000,T,PFE,100.0,32.65
2017-01-03 09:33:29.953775,93329953775000,T,PFE,200.0,32.64
2017-01-03 09:33:29.953797,93329953797000,T,PFE,200.0,32.64
2017-01-03 09:33:29.953826,93329953826000,T,PFE,100.0,32.64
2017-01-03 09:33:29.953851,93329953851000,T,PFE,200.0,32.64
2017-01-03 09:33:29.953876,93329953876000,T,PFE,100.0,32.64
2017-01-03 09:33:29.953901,93329953901000,T,PFE,413.0,32.64
2017-01-03 09:33:31.843414,93331843414000,T,PFE,200.0,32.64
2017-01-03 09:33:31.843438,93331843438000,T,PFE,100.0,32.64
2017-01-03 09:33:31.843460,93331843460000,T,PFE,200.0,32.64
2017-01-03 09:33:31.844104,93331844104000,T,PFE,100.0,32.64
2017-01-03 09:33:31.844657,93331844657000,T,PFE,200.0,32.64
2017-01-03 09:33:36.676428,93336676428000,T,PFE,200.0,32.65
2017-01-03 09:33:36.676451,93336676451000,T,PFE,200.0,32.65
2017-01-03 09:33:36.676523,93336676523000,T,PFE,100.0,32.65
2017-01-03 09:33:41.422023,93341422023000,T,PFE,200.0,32.65
2017-01-03 09:33:41.422043,93341422043000,T,PFE,100.0,32.65
2017-01-03 09:33:41.739128,93341739128000,T,PFE,200.0,32.65
2017-01-03 09:33:41.739176,93341739176000,T,PFE,200.0,32.65
2017-01-03 09:33:41.739200,93341739200000,T,PFE,200.0,32.65
2017-01-03 09:33:43.030989,93343030989000,T,PFE,200.0,32.65
2017-01-03 09:33:45.206266,93345206266000,T,PFE,200.0,32.65
2017-01-03 09:33:45.206289,93345206289000,T,PFE,99.0,32.65
2017-01-03 09:33:45.206801,93345206801000,T,PFE,200.0,32.65
2017-01-03 09:33:45.206826,93345206826000,T,PFE,100.0,32.65
2017-01-03 09:33:45.209361,93345209361000,T,PFE,200.0,32.66
2017-01-03 09:33:45.209381,93345209381000,T,PFE,200.0,32.66
2017-01-03 09:33:55.221855,93355221855000,T,PFE,200.0,32.67
2017-01-03 09:33:55.221878,93355221878000,T,PFE,200.0,32.67
2017-01-03 09:33:55.221902,93355221902000,T,PFE,100.0,32.67
2017-01-03 09:33:55.221920,93355221920000,T,PFE,100.0,32.67
2017-01-03 09:33:55.221939,93355221939000,T,PFE,100.0,32.67
2017-01-03 09:34:03.393133,93403393133000,T,PFE,200.0,32.67
2017-01-03 09:34:03.393157,93403393157000,T,PFE,100.0,32.67
2017-01-03 09:34:04.490212,93404490212000,T,PFE,400.0,32.67
2017-01-03 09:34:04.490236,93404490236000,T,PFE,100.0,32.67
2017-01-03 09:34:04.490285,93404490285000,T,PFE,100.0,32.67
2017-01-03 09:34:04.794254,93404794254000,T,PFE,200.0,32.66
2017-01-03 09:34:04.794274,93404794274000,T,PFE,200.0,32.66
2017-01-03 09:34:04.794295,93404794295000,T,PFE,400.0,32.66
2017-01-03 09:34:04.795629,93404795629000,T,PFE,600.0,32.66
2017-01-03 09:34:04.795658,93404795658000,T,PFE,100.0,32.66
2017-01-03 09:34:04.795685,93404795685000,T,PFE,200.0,32.66
2017-01-03 09:34:04.795708,93404795708000,T,PFE,200.0,32.66
2017-01-03 09:34:04.795757,93404795757000,T,PFE,200.0,32.66
2017-01-03 09:34:04.795777,93404795777000,T,PFE,100.0,32.66
2017-01-03 09:34:10.541573,93410541573000,T,PFE,200.0,32.67
2017-01-03 09:34:10.541600,93410541600000,T,PFE,43.0,32.67
2017-01-03 09:34:15.331059,93415331059000,T,PFE,157.0,32.67
2017-01-03 09:34:15.331089,93415331089000,T,PFE,100.0,32.67
2017-01-03 09:34:15.331172,93415331172000,T,PFE,20.0,32.67
2017-01-03 09:34:16.102851,93416102851000,T,PFE,80.0,32.67
2017-01-03 09:34:16.102879,93416102879000,T,PFE,100.0,32.67
2017-01-03 09:34:16.102905,93416102905000,T,PFE,29.0,32.67
2017-01-03 09:34:21.491485,93421491485000,T,PFE,200.0,32.66
2017-01-03 09:34:21.491509,93421491509000,T,PFE,100.0,32.66
2017-01-03 09:34:21.493126,93421493126000,T,PFE,800.0,32.66
2017-01-03 09:34:21.493149,93421493149000,T,PFE,100.0,32.66
2017-01-03 09:34:21.498716,93421498716000,T,PFE,200.0,32.66
2017-01-03 09:34:21.498735,93421498735000,T,PFE,200.0,32.66
2017-01-03 09:34:21.498760,93421498760000,T,PFE,100.0,32.66
2017-01-03 09:34:21.499097,93421499097000,T,PFE,100.0,32.66
2017-01-03 09:34:21.499126,93421499126000,T,PFE,200.0,32.66
2017-01-03 09:34:28.675825,93428675825000,T,PFE,100.0,32.66
2017-01-03 09:34:28.675848,93428675848000,T,PFE,10.0,32.66
2017-01-03 09:34:40.602969,93440602969000,T,PFE,100.0,32.67
2017-01-03 09:34:44.630963,93444630963000,T,PFE,71.0,32.67
2017-01-03 09:34:44.630984,93444630984000,T,PFE,29.0,32.67
2017-01-03 09:34:47.703065,93447703065000,T,PFE,100.0,32.67
2017-01-03 09:34:47.703099,93447703099000,T,PFE,100.0,32.67
2017-01-03 09:34:47.703188,93447703188000,T,PFE,100.0,32.67
